entry_time,exit_time,symbol,symbol_id,expiry,dte_entry,strike,spot_entry,spot_exit,delta_entry,gamma_entry,vega_entry,theta_entry,bid_entry,ask_entry,mark_entry,entry_execution_price,exit_execution_price,quantity,side,option_entry_fee,option_exit_fee,option_gross_pnl,option_net_pnl,exit_reason
28950240,28951680,BTC-17JAN25-99000-C,358,1737100800000000.0,1.0,99000.0,99842.42,101596.9582,0.62981,0.00014,19.72818,-502.27717,0.0145,0.016,0.0153,0.0145,0.025561377486201096,-1.0,sell,0.7238575450000001,0.0,-1149.2431099999935,-1149.9669675449936,expiry_settlement
28950241,28951680,BTC-17JAN25-99500-C,398,1737100800000000.0,0.9993055555555556,99500.0,99863.17,101596.9582,0.55997,0.00015,20.60293,-523.20921,0.012,0.013,0.0125,0.012,0.02063997030178797,-1.0,sell,0.59917902,0.0,-898.6001599999936,-899.1993390199935,expiry_settlement
28950243,28951680,BTC-17JAN25-100000-C,337,1737100800000000.0,0.9979166666666667,100000.0,99808.95,101596.9582,0.47701,0.00015,20.77816,-534.49968,0.009,0.01,0.0098,0.009,0.015718563117374844,-1.0,sell,0.449140275,0.0,-698.6776499999937,-699.1267902749937,expiry_settlement
28950287,28951680,BTC-17JAN25-98000-C,357,1737100800000000.0,0.9673611111111111,98000.0,99043.28,101596.9582,0.66516,0.00014,18.56474,-459.16959,0.0155,0.0165,0.0162,0.0155,0.03540419185502735,-1.0,sell,0.76758542,0.0,-2061.787359999994,-2062.554945419994,expiry_settlement
28950535,28953120,BTC-18JAN25-99000-C,382,1737187200000000.0,1.7951388888888888,99000.0,99376.92,102770.0012,0.55368,0.00011,27.55733,-394.15617,0.016,0.017,0.0165,0.016,0.03668386840497574,-1.0,sell,0.79501536,0.0,-2179.970479999999,-2180.765495359999,expiry_settlement
28951680,28953120,BTC-18JAN25-102000-C,374,1737187200000000.0,1.0,102000.0,101596.9582,102770.0012,0.45124,0.00013,21.0487,-584.03598,0.0095,0.0105,0.0097,0.0095,0.007492470477853792,-1.0,sell,0.48258555145,0.0,195.16990290000115,194.68731734855115,expiry_settlement
28951682,28953120,BTC-18JAN25-101500-C,420,1737187200000000.0,0.9986111111111111,101500.0,101578.9638,102770.0012,0.51656,0.00014,21.17094,-577.4931,0.0115,0.0125,0.0118,0.0115,0.01235770346570745,-1.0,sell,0.5840790418499999,0.0,-101.84311629999888,-102.42719534184889,expiry_settlement
28951689,28953120,BTC-18JAN25-101000-C,373,1737187200000000.0,0.99375,101000.0,101743.4838,102770.0012,0.61164,0.00014,20.33739,-530.10765,0.015,0.016,0.0149,0.015,0.017222936453561107,-1.0,sell,0.7630761285,0.0,-243.84894299999883,-244.61201912849882,expiry_settlement
28951693,28953120,BTC-18JAN25-102500-C,421,1737187200000000.0,0.9909722222222223,102500.0,101793.5839,102770.0012,0.40965,0.00013,20.6077,-563.98399,0.008,0.0085,0.0083,0.008,0.0026272374900001344,-1.0,sell,0.4071743356,0.0,544.3474712000012,543.9402968644013,expiry_settlement
28953121,28954560,BTC-19JAN25-103000-C,404,1737273600000000.0,0.9993055555555556,103000.0,102755.0723,105048.1387,0.45784,0.00019,21.32297,-411.80695,0.006,0.007,0.007,0.006,0.01949714412217373,-1.0,sell,0.30826521689999997,0.0,-1431.6082661999958,-1431.9165314168959,expiry_settlement
28953125,28954560,BTC-19JAN25-102000-C,403,1737273600000000.0,0.9965277777777778,102000.0,102402.083,105048.1387,0.58243,0.00019,20.88149,-396.81121,0.0095,0.0105,0.01,0.0095,0.029016589324871073,-1.0,sell,0.48640989425,0.0,-2075.318911499996,-2075.8053213942458,expiry_settlement
28953126,28954560,BTC-19JAN25-102500-C,452,1737273600000000.0,0.9958333333333333,102500.0,102537.9519,105048.1387,0.51114,0.00019,21.35089,-410.91968,0.0075,0.0085,0.0082,0.0075,0.024256866723522404,-1.0,sell,0.38451731962499996,0.0,-1779.1040607499958,-1779.4885780696209,expiry_settlement
28953136,28954560,BTC-19JAN25-103500-C,453,1737273600000000.0,0.9888888888888889,103500.0,102698.7155,105048.1387,0.35927,0.00017,19.97754,-402.27067,0.0049,0.0055,0.0051,0.0049,0.01473742152082506,-1.0,sell,0.251611852975,0.0,-1044.9149940499958,-1045.1666059029708,expiry_settlement
28953120,28956000,BTC-20JAN25-103000-C,424,1737360000000000.0,2.0,103000.0,102770.0012,107263.753,0.49076,0.0001,30.35477,-390.12976,0.0145,0.015,0.0144,0.0145,0.039750175439041344,-1.0,sell,0.7450825087,0.0,-2773.587982599997,-2774.3330651086967,expiry_settlement
28954560,28956000,BTC-20JAN25-105000-C,426,1737360000000000.0,1.0,105000.0,105048.1387,107263.753,0.51252,0.00013,21.91798,-600.28996,0.0115,0.0125,0.0117,0.0115,0.021104547777663504,-1.0,sell,0.604026797525,0.0,-1055.699404949997,-1056.303431747522,expiry_settlement
28954562,28956000,BTC-20JAN25-104500-C,474,1737360000000000.0,0.9986111111111111,104500.0,104806.5981,107263.753,0.54624,0.00013,21.71497,-592.38732,0.0125,0.014,0.0129,0.0125,0.025765954693007964,-1.0,sell,0.655041238125,0.0,-1453.6705237499968,-1454.3255649881219,expiry_settlement
28954563,28956000,BTC-20JAN25-105500-C,475,1737360000000000.0,0.9979166666666667,105500.0,104872.3746,107263.753,0.42649,0.00013,21.49611,-613.37828,0.009,0.01,0.0092,0.009,0.016443140862319044,-1.0,sell,0.47192568569999993,0.0,-819.9016285999971,-820.3735542856971,expiry_settlement
28954591,28956000,BTC-20JAN25-106000-C,430,1737360000000000.0,0.9784722222222222,106000.0,104695.0422,107263.753,0.33968,0.00012,19.84826,-554.18934,0.006,0.0065,0.0064,0.006,0.011781733946974585,-1.0,sell,0.3140851266,0.0,-635.582746799997,-635.8968319265971,expiry_settlement
28956000,28957440,BTC-21JAN25-107000-C,457,1737446400000000.0,1.0,107000.0,107263.753,101850.2829,0.52783,6e-05,22.33407,-1244.39888,0.0245,0.026,0.0245,0.0245,0.0,-1.0,sell,1.31398097425,0.0,2627.9619485,2626.6479675257497,expiry_settlement
28956003,28957440,BTC-21JAN25-108000-C,460,1737446400000000.0,0.9979166666666667,108000.0,107595.5124,101850.2829,0.48849,6e-05,22.43359,-1270.66436,0.021,0.0225,0.0219,0.021,0.0,-1.0,sell,1.1297528802,0.0,2259.5057604000003,2258.3760075198,expiry_settlement
28956021,28957440,BTC-21JAN25-109000-C,468,1737446400000000.0,0.9854166666666667,109000.0,108095.4474,101850.2829,0.45456,6e-05,22.25256,-1251.74446,0.019,0.0205,0.0195,0.019,0.0,-1.0,sell,1.0269067503000002,0.0,2053.8135006,2052.7865938497002,expiry_settlement
28956053,28957440,BTC-21JAN25-110000-C,461,1737446400000000.0,0.9631944444444445,110000.0,108169.7096,101850.2829,0.39544,6e-05,21.39475,-1189.25019,0.015,0.0155,0.0155,0.015,0.0,-1.0,sell,0.8112728220000001,0.0,1622.545644,1621.734371178,expiry_settlement
28956087,28957440,BTC-21JAN25-106000-C,459,1737446400000000.0,0.9395833333333333,106000.0,108010.8517,101850.2829,0.64291,6e-05,20.43063,-1099.01868,0.0315,0.0335,0.032,0.0315,0.0,-1.0,sell,1.7011709142750002,0.0,3402.34182855,3400.6406576357253,expiry_settlement
28957440,28958880,BTC-22JAN25-101000-C,495,1737532800000000.0,1.0,101000.0,101850.2829,105206.9196,0.59621,0.0001,20.63929,-735.13915,0.018,0.0195,0.0193,0.018,0.03998709985992208,-1.0,sell,0.9166525461,0.0,-2373.6145077999936,-2374.5311603460937,expiry_settlement
28957445,28958880,BTC-22JAN25-102000-C,478,1737532800000000.0,0.9965277777777778,102000.0,101879.3833,105206.9196,0.49403,0.00011,21.22729,-730.11581,0.013,0.014,0.0138,0.013,0.030482021640713394,-1.0,sell,0.66221599145,0.0,-1882.487617099994,-1883.149833091444,expiry_settlement
28957452,28958880,BTC-22JAN25-103500-C,569,1737532800000000.0,0.9916666666666667,103500.0,102381.0187,105206.9196,0.38542,0.00011,20.39816,-688.8774,0.009,0.0095,0.0093,0.009,0.016224404311900354,-1.0,sell,0.46071458414999994,0.0,-785.4904316999939,-785.9511462841439,expiry_settlement
28957453,28958880,BTC-22JAN25-102500-C,568,1737532800000000.0,0.9909722222222223,102500.0,102227.2002,105206.9196,0.47892,0.00011,21.21678,-718.38212,0.012,0.013,0.0128,0.012,0.025729482531109047,-1.0,sell,0.6133632012000001,0.0,-1480.1931975999937,-1480.8065608011937,expiry_settlement
28957507,28958880,BTC-22JAN25-103000-C,479,1737532800000000.0,0.9534722222222223,103000.0,102687.2676,105206.9196,0.47392,0.00011,20.88702,-729.86123,0.0125,0.0135,0.0128,0.0125,0.0209769434215047,-1.0,sell,0.6417954225000001,0.0,-923.3287549999936,-923.9705504224936,expiry_settlement
28958880,28960320,BTC-23JAN25-105000-C,517,1737619200000000.0,1.0,105000.0,105206.9196,102610.06,0.53596,0.00013,21.87679,-603.5261,0.012,0.0125,0.0126,0.012,0.0,-1.0,sell,0.6312415175999999,0.0,1262.4830352,1261.8517936823998,expiry_settlement
28958883,28960320,BTC-23JAN25-105500-C,582,1737619200000000.0,0.9979166666666667,105500.0,105156.6981,102610.06,0.46084,0.00013,21.82215,-603.34102,0.0095,0.01,0.01,0.0095,0.0,-1.0,sell,0.49949431597499994,0.0,998.9886319499999,998.4891376340249,expiry_settlement
28958903,28960320,BTC-23JAN25-104500-C,581,1737619200000000.0,0.9840277777777777,104500.0,105015.0587,102610.06,0.57725,0.00013,21.33813,-567.61038,0.013,0.0145,0.0137,0.013,0.0,-1.0,sell,0.6825978815499999,0.0,1365.1957630999998,1364.5131652184498,expiry_settlement
28958925,28960320,BTC-23JAN25-106000-C,516,1737619200000000.0,0.96875,106000.0,105174.2361,102610.06,0.3946,0.00013,20.84975,-562.85815,0.0075,0.008,0.0076,0.0075,0.0,-1.0,sell,0.39440338537499997,0.0,788.8067707499999,788.412367364625,expiry_settlement
28958987,28960320,BTC-23JAN25-104000-C,524,1737619200000000.0,0.9256944444444445,104000.0,105146.6437,102610.06,0.66227,0.00013,19.34506,-520.02792,0.0165,0.0175,0.0171,0.0165,0.0,-1.0,sell,0.8674598105250001,0.0,1734.9196210500002,1734.0521612394753,expiry_settlement
28960320,28961760,BTC-24JAN25-102000-C,543,1737705600000000.0,1.0,102000.0,102610.06,105160.8561,0.58943,0.00013,20.87993,-567.21006,0.014,0.0155,0.0145,0.014,0.03005734469291758,-1.0,sell,0.71827042,0.0,-1724.3152600000046,-1725.0335304200046,expiry_settlement
28960325,28961760,BTC-24JAN25-102500-C,608,1737705600000000.0,0.9965277777777778,102500.0,102609.82,105160.8561,0.52091,0.00014,21.35249,-567.59753,0.011,0.012,0.0116,0.011,0.025302723833569137,-1.0,sell,0.5643540100000001,0.0,-1532.1480800000045,-1532.7124340100045,expiry_settlement
28960327,28961760,BTC-24JAN25-103000-C,544,1737705600000000.0,0.9951388888888889,103000.0,102467.59,105160.8561,0.43043,0.00014,21.01207,-551.93098,0.008,0.0085,0.0086,0.008,0.020548102974220696,-1.0,sell,0.40987036,0.0,-1341.1153800000045,-1341.5252503600045,expiry_settlement
28960350,28961760,BTC-24JAN25-101500-C,607,1737705600000000.0,0.9791666666666666,101500.0,102480.05,105160.8561,0.63748,0.00013,19.89809,-546.83945,0.0155,0.017,0.0167,0.0155,0.034811965552266025,-1.0,sell,0.7942203875,0.0,-2072.4153250000045,-2073.2095453875045,expiry_settlement
28960402,28961760,BTC-24JAN25-104000-C,545,1737705600000000.0,0.9430555555555555,104000.0,102452.63,105160.8561,0.29723,0.00012,18.02382,-486.8305,0.0047,0.0048,0.0051,0.0047,0.011038861255523807,-1.0,sell,0.24076368050000002,0.0,-679.3287390000045,-679.5695026805045,expiry_settlement
28961760,28963200,BTC-25JAN25-105000-C,585,1737792000000000.0,1.0,105000.0,105160.8561,104330.4694,0.5273,0.00013,21.9002,-588.52575,0.0115,0.012,0.012,0.0115,0.0,-1.0,sell,0.604674922575,0.0,1209.34984515,1208.745170227425,expiry_settlement
28961763,28963200,BTC-25JAN25-105500-C,637,1737792000000000.0,0.9979166666666667,105500.0,104963.5813,104330.4694,0.43547,0.00013,21.60054,-596.2114,0.0085,0.009,0.0092,0.0085,0.0,-1.0,sell,0.44609522052500006,0.0,892.1904410500001,891.7443458294752,expiry_settlement
28961764,28963200,BTC-25JAN25-106000-C,586,1737792000000000.0,0.9972222222222222,106000.0,104959.1418,104330.4694,0.37163,0.00012,20.73574,-574.10869,0.0065,0.007,0.0073,0.0065,0.0,-1.0,sell,0.34111721085,0.0,682.2344217,681.89330448915,expiry_settlement
28961768,28963200,BTC-25JAN25-104500-C,636,1737792000000000.0,0.9944444444444445,104500.0,104959.7315,104330.4694,0.56764,0.00013,21.53391,-579.46189,0.0125,0.0135,0.0135,0.0125,0.0,-1.0,sell,0.655998321875,0.0,1311.99664375,1311.340645428125,expiry_settlement
28961816,28963200,BTC-25JAN25-106500-C,652,1737792000000000.0,0.9611111111111111,106500.0,105576.2767,104330.4694,0.38782,0.00012,20.74543,-588.08327,0.0075,0.008,0.0078,0.0075,0.0,-1.0,sell,0.395911037625,0.0,791.82207525,791.426164212375,expiry_settlement
28963200,28966080,BTC-27JAN25-105000-C,639,1737964800000000.0,2.0,105000.0,104330.4694,99047.6479,0.40134,0.00016,29.86245,-240.36781,0.0065,0.007,0.0067,0.0065,0.0,-1.0,sell,0.33907402555,0.0,678.1480511,677.80897707445,expiry_settlement
28963209,28966080,BTC-27JAN25-104000-C,638,1737964800000000.0,1.99375,104000.0,104451.0001,99047.6479,0.58217,0.00016,30.14314,-237.73596,0.0105,0.0115,0.0117,0.0105,0.0,-1.0,sell,0.5483677505250001,0.0,1096.73550105,1096.1871332994751,expiry_settlement
28963252,28967520,BTC-28JAN25-104000-C,663,1738051200000000.0,2.963888888888889,104000.0,104277.1319,102784.469,0.53851,9e-05,37.32445,-283.66043,0.016,0.017,0.0178,0.016,0.0,-1.0,sell,0.8342170552,0.0,1668.4341104,1667.5998933448,expiry_settlement
28963262,28967520,BTC-28JAN25-105000-C,664,1738051200000000.0,2.9569444444444444,105000.0,104348.7951,102784.469,0.44871,0.0001,37.17349,-269.26401,0.012,0.013,0.0127,0.012,0.0,-1.0,sell,0.6260927706,0.0,1252.1855412,1251.5594484294,expiry_settlement
28963266,28967520,BTC-28JAN25-106000-C,665,1738051200000000.0,2.9541666666666666,106000.0,104339.8679,102784.469,0.35386,9e-05,34.91848,-255.52113,0.0085,0.009,0.0091,0.0085,0.0,-1.0,sell,0.44344443857500004,0.0,886.8888771500001,886.445432711425,expiry_settlement
28966080,28967520,BTC-28JAN25-99000-C,699,1738051200000000.0,1.0,99000.0,99047.6479,102784.469,0.51044,0.0001,20.66366,-787.10465,0.016,0.0165,0.016,0.016,0.03681946345415276,-1.0,sell,0.7923811832000001,0.0,-2199.706633599997,-2200.4990147831973,expiry_settlement
28966095,28967520,BTC-28JAN25-98000-C,702,1738051200000000.0,0.9895833333333334,98000.0,98975.7451,102784.469,0.60922,0.0001,19.77751,-729.31971,0.0205,0.022,0.0207,0.0205,0.046548559782898694,-1.0,sell,1.0145013872750002,0.0,-2755.466225449997,-2756.480726837272,expiry_settlement
28967520,28968960,BTC-29JAN25-103000-C,692,1738137600000000.0,1.0,103000.0,102784.469,102756.0914,0.47264,0.00015,21.40514,-525.59093,0.0085,0.0095,0.0092,0.0085,0.0,-1.0,sell,0.43683399325,0.0,873.6679865,873.2311525067499,expiry_settlement
28967524,28968960,BTC-29JAN25-102000-C,697,1738137600000000.0,0.9972222222222222,102000.0,102716.192,102756.0914,0.61289,0.00015,20.54831,-501.49072,0.0135,0.0145,0.014,0.0135,0.007358117554868429,-1.0,sell,0.693334296,0.0,630.5771919999952,629.8838577039952,expiry_settlement
28967526,28968960,BTC-29JAN25-102500-C,768,1738137600000000.0,0.9958333333333333,102500.0,102666.1062,102756.0914,0.53065,0.00015,21.32386,-530.0297,0.0105,0.0115,0.0113,0.0105,0.0024922259742550384,-1.0,sell,0.53899705755,0.0,821.9027150999952,821.3637180424453,expiry_settlement
28967533,28968960,BTC-29JAN25-103500-C,769,1738137600000000.0,0.9909722222222223,103500.0,102898.817,102756.0914,0.41626,0.00015,20.90937,-520.92879,0.0075,0.008,0.0077,0.0075,0.0,-1.0,sell,0.38587056375,0.0,771.7411275,771.3552569362499,expiry_settlement
28967806,28968960,BTC-29JAN25-101500-C,772,1738137600000000.0,0.8013888888888889,101500.0,102580.6269,102756.0914,0.67066,0.00014,17.38534,-456.92592,0.015,0.0165,0.0159,0.015,0.01222400913548182,-1.0,sell,0.76935470175,0.0,282.6180034999952,281.8486487982452,expiry_settlement
28968960,28970400,BTC-30JAN25-103000-C,719,1738224000000000.0,1.0,103000.0,102756.0914,105309.71,0.47697,0.00012,21.41392,-657.27975,0.011,0.012,0.0117,0.011,0.02193254544144131,-1.0,sell,0.5651585027,0.0,-1179.3929946000064,-1179.9581531027063,expiry_settlement
28968961,28970400,BTC-30JAN25-102500-C,787,1738224000000000.0,0.9993055555555556,102500.0,102772.4405,105309.71,0.53948,0.00012,21.3405,-651.03305,0.0135,0.0145,0.0141,0.0135,0.02668044570628868,-1.0,sell,0.6937139733750001,0.0,-1422.2820532500064,-1422.9757672233814,expiry_settlement
28968980,28970400,BTC-30JAN25-103500-C,788,1738224000000000.0,0.9861111111111112,103500.0,102724.3482,105309.71,0.40456,0.00013,20.68126,-584.06163,0.008,0.0085,0.0084,0.008,0.017184645176593936,-1.0,sell,0.4108973928,0.0,-987.9152144000064,-988.3261117928065,expiry_settlement
28969009,28970400,BTC-30JAN25-104000-C,721,1738224000000000.0,0.9659722222222222,104000.0,102802.5892,105309.71,0.35159,0.00012,19.61457,-557.01444,0.0065,0.007,0.0068,0.0065,0.012436744911746565,-1.0,sell,0.33410841490000004,0.0,-641.4931702000064,-641.8272786149064,expiry_settlement
28969023,28970400,BTC-30JAN25-102000-C,718,1738224000000000.0,0.95625,102000.0,102603.2971,105309.71,0.58779,0.00013,20.4345,-567.06851,0.0135,0.015,0.0145,0.0135,0.03142834597113606,-1.0,sell,0.692572255425,0.0,-1924.5654891500064,-1925.2580614054314,expiry_settlement
28970400,28971840,BTC-31JAN25-105000-C,748,1738310400000000.0,1.0,105000.0,105309.71,104264.975,0.55002,0.00014,21.80927,-540.84135,0.011,0.0125,0.0118,0.011,0.0,-1.0,sell,0.579203405,0.0,1158.40681,1157.827606595,expiry_settlement
28970401,28971840,BTC-31JAN25-106000-C,749,1738310400000000.0,0.9993055555555556,106000.0,105373.71,104264.975,0.41346,0.00014,21.46901,-525.42786,0.007,0.0075,0.0075,0.007,0.0,-1.0,sell,0.36880798500000006,0.0,737.6159700000001,737.2471620150001,expiry_settlement
28970402,28971840,BTC-31JAN25-107000-C,750,1738310400000000.0,0.9986111111111111,107000.0,105329.42,104264.975,0.27753,0.00012,18.45942,-460.81383,0.0041,0.0043,0.0044,0.0041,0.0,-1.0,sell,0.21592531100000004,0.0,431.85062200000004,431.63469668900007,expiry_settlement
28970702,28971840,BTC-31JAN25-104000-C,747,1738310400000000.0,0.7902777777777777,104000.0,105003.18,104264.975,0.66651,0.00015,17.76071,-437.62145,0.014,0.015,0.0147,0.014,0.0025413615646098396,-1.0,sell,0.7350222599999999,0.0,1205.069519999994,1204.334497739994,expiry_settlement
